id,data,dia_semana,horario,uf,br,km,municipio,CAUSA_ACIDENTE,TIPO_ACIDENTE,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
609629,24/06/2024,segunda-feira,30/12/1899,PB,230,"476,6",MARIZOPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta;Aclive,Não,1,0,0,1,0,0,1,1,-68298,-383177,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
609632,24/06/2024,segunda-feira,30/12/1899,PB,101,48,RIO TINTO,Condutor Dormindo,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Reta,Não,4,0,1,0,3,0,1,1,-690679485,-3511705672,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
609635,24/06/2024,segunda-feira,30/12/1899,PB,230,"166,3",CAMPINA GRANDE,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Simples,Curva,Sim,1,0,0,1,0,0,1,1,-71976,-35955,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
609639,23/06/2024,domingo,30/12/1899,PB,230,"144,6",CAMPINA GRANDE,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Curva;Aclive;Retorno Regulamentado,Não,1,0,0,0,0,1,0,1,-72536,-358317,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
609709,24/06/2024,segunda-feira,30/12/1899,PB,101,"30,2",RIO TINTO,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Aclive;Reta,Não,5,0,0,0,5,0,0,2,-6750405,-35133736,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
609750,24/06/2024,segunda-feira,30/12/1899,PB,230,36,SANTA RITA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-71246,-349473,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
609779,24/06/2024,segunda-feira,30/12/1899,PB,230,"426,8",SAO DOMINGOS,Deficiência do Sistema de Iluminação/Sinalização,Colisão traseira,Com Vítimas Fatais,Anoitecer,Crescente,Céu Claro,Simples,Reta;Aclive,Não,2,1,0,0,1,0,0,2,-67336,-379059,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
609790,24/06/2024,segunda-feira,30/12/1899,PB,230,"162,5",CAMPINA GRANDE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Não,5,0,2,0,3,0,2,2,-72051,-35951,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
609865,25/06/2024,terça-feira,30/12/1899,PB,230,353,PATOS,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Simples,Reta;Aclive,Não,1,0,0,1,0,0,1,1,-69388,-374077,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
609948,25/06/2024,terça-feira,30/12/1899,PB,104,142,QUEIMADAS,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Não,4,0,3,1,0,0,4,2,-739577502,-3589744631,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
609968,25/06/2024,terça-feira,30/12/1899,PB,230,"23,6",JOAO PESSOA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Aclive,Não,2,0,2,0,0,0,2,1,-71562,-348574,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610001,25/06/2024,terça-feira,30/12/1899,PB,104,130,CAMPINA GRANDE,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-729013399,-3589029705,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
610033,25/06/2024,terça-feira,30/12/1899,PB,230,15,CABEDELO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Anoitecer,Decrescente,Céu Claro,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-7093,-348482,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610034,25/06/2024,terça-feira,30/12/1899,PB,230,451,APARECIDA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não,2,0,0,1,0,1,1,1,-67854,-381189,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
610043,25/06/2024,terça-feira,30/12/1899,PB,230,451,SOUSA,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,4,0,4,0,0,0,4,2,-67854,-381189,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
610053,25/06/2024,terça-feira,30/12/1899,PB,230,"63,9",SAO MIGUEL DE TAIPU,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,1,0,0,0,1,0,0,1,-71989,-351649,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
610084,26/06/2024,quarta-feira,30/12/1899,PB,101,"42,7",MAMANGUAPE,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta;Declive,Não,1,0,1,0,0,0,1,1,-686244143,-3513335109,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
610156,26/06/2024,quarta-feira,30/12/1899,PB,230,"55,7",CRUZ DO ESPIRITO SANTO,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-72014,-350943,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
610226,26/06/2024,quarta-feira,30/12/1899,PB,104,"107,1",SAO SEBASTIAO DE LAGOA DE  ROCA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Anoitecer,Decrescente,Céu Claro,Simples,Reta;Declive,Sim,2,1,1,0,0,0,1,2,-7098177,-3586336,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
610231,26/06/2024,quarta-feira,30/12/1899,PB,230,168,CAMPINA GRANDE,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,2,0,0,0,2,1,-718898106,-3596792847,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
610331,27/06/2024,quinta-feira,30/12/1899,PB,230,"128,9",CAMPINA GRANDE,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Aclive;Reta,Não,2,0,2,0,0,0,2,1,-72605,-357061,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
610345,27/06/2024,quinta-feira,30/12/1899,PB,101,92,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,0,1,0,1,1,2,-719683829,-3490588313,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
610390,27/06/2024,quinta-feira,30/12/1899,PB,230,12,CABEDELO,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-7068,-34.85,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610437,27/06/2024,quinta-feira,30/12/1899,PB,230,"163,9",CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,2,0,1,0,1,0,1,2,-72162,-359463,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
610452,18/05/2024,sábado,30/12/1899,PB,230,3,CABEDELO,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Em Obras;Reta,Sim,1,0,0,0,1,0,0,1,-69915,-348287,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610555,10/06/2024,segunda-feira,30/12/1899,PB,230,0,PATOS,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim,2,0,1,1,0,0,2,2,-7024862,-37280304,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
610609,28/06/2024,sexta-feira,30/12/1899,PB,101,89,JOAO PESSOA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,1,1,1,3,-71710694,-3489765372,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
610619,28/06/2024,sexta-feira,30/12/1899,PB,101,84,BAYEUX,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,1,0,0,0,1,0,0,1,-713957906,-3492312806,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610714,29/06/2024,sábado,30/12/1899,PB,230,"10,4",CABEDELO,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,3,0,1,0,0,2,1,3,-70514,-348499,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610746,29/06/2024,sábado,30/12/1899,PB,230,"5,1",CABEDELO,Ingestão de álcool pelo condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-701316745,-348323679,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610792,29/06/2024,sábado,30/12/1899,PB,230,"19,4",JOAO PESSOA,Demais falhas mecânicas ou elétricas,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Aclive;Curva,Sim,2,0,2,0,0,0,2,1,-71281,-348466,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610876,29/06/2024,sábado,30/12/1899,PB,230,"23,9",JOAO PESSOA,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Desvio Temporário,Sim,2,0,0,1,0,1,1,2,-71562,-348574,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
610878,29/06/2024,sábado,30/12/1899,PB,361,86,PIANCO,Animais na Pista,Atropelamento de Animal,Com Vítimas Fatais,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,1,0,0,0,0,0,1,-720724639,-37934948,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
610891,29/06/2024,sábado,30/12/1899,PB,230,"75,5",SOBRADO,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,Não,4,0,2,0,0,2,2,3,-71908,-352682,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
610897,29/06/2024,sábado,30/12/1899,PB,230,"162,1",CAMPINA GRANDE,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Curva;Aclive,Sim,1,0,1,0,0,0,1,1,-72277,-359439,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
610931,29/06/2024,sábado,30/12/1899,PB,104,140,QUEIMADAS,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,Sim,3,0,0,2,1,0,2,2,-737817097,-3589737088,SPRF-PB,DEL02-PB,UOP03-DEL02-PB
611099,30/06/2024,domingo,30/12/1899,PB,101,"82,5",BAYEUX,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta;Aclive,Sim,3,0,0,0,3,0,0,3,-712911,-3493714,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611104,30/06/2024,domingo,30/12/1899,PB,101,"89,3",JOAO PESSOA,Pedestre cruzava a pista fora da faixa,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,0,1,1,2,-71710694,-3489765372,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
611187,01/07/2024,segunda-feira,30/12/1899,PB,230,"145,8",CAMPINA GRANDE,Transitar na contramão,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,Sim,6,0,0,0,6,0,0,2,-72512,-358399,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
611212,01/07/2024,segunda-feira,30/12/1899,PB,101,82,BAYEUX,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Viaduto;Reta;Aclive,Sim,3,0,1,0,2,0,1,3,-713166393,-3493220687,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611280,01/07/2024,segunda-feira,30/12/1899,PB,101,87,JOAO PESSOA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim,3,0,1,1,0,1,2,2,-715886802,-3490628504,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611313,01/07/2024,segunda-feira,30/12/1899,PB,230,20,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim,1,0,0,1,0,0,1,1,-71337,-348544,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611341,01/07/2024,segunda-feira,30/12/1899,PB,230,505,CAJAZEIRAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Simples,Interseção de Vias;Reta,Sim,2,0,0,1,1,0,1,2,-68995,-385494,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
611345,01/07/2024,segunda-feira,30/12/1899,PB,230,313,SAO MAMEDE,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,1,0,1,0,0,0,1,1,-69371,-370949,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
611425,02/07/2024,terça-feira,30/12/1899,PB,230,"50,8",CRUZ DO ESPIRITO SANTO,Mal súbito do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-71846,-350544,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
611536,02/07/2024,terça-feira,30/12/1899,PB,101,89,JOAO PESSOA,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-71710694,-3489765372,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
611556,02/07/2024,terça-feira,30/12/1899,PB,230,"291,5",SANTA LUZIA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Sim,3,0,2,0,1,0,2,2,-68691,-369142,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
611583,02/07/2024,terça-feira,30/12/1899,PB,361,21,SANTA TERESINHA,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta;Declive,Não,1,0,1,0,0,0,1,1,-708286207,-3743049198,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
611592,02/07/2024,terça-feira,30/12/1899,PB,230,159,CAMPINA GRANDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias;Reta,Sim,2,0,0,0,1,1,0,2,-725247432,-3593301773,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
611609,02/07/2024,terça-feira,30/12/1899,PB,101,93,JOAO PESSOA,Acumulo de areia ou detritos sobre o pavimento,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Declive,Não,1,0,1,0,0,0,1,1,-7205825,-3490879,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
611646,03/07/2024,quarta-feira,30/12/1899,PB,230,"158,7",CAMPINA GRANDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Reta,Sim,2,0,1,0,1,0,1,2,-72582,-359267,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
611783,03/07/2024,quarta-feira,30/12/1899,PB,230,"24,2",JOAO PESSOA,Pista Escorregadia,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Múltipla,Desvio Temporário;Em Obras;Viaduto,Sim,1,0,1,0,0,0,1,1,-716835864,-3486434698,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611803,03/07/2024,quarta-feira,30/12/1899,PB,101,31,RIO TINTO,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta;Declive,Não,1,0,1,0,0,0,1,1,-675887884,-3513405919,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
611846,03/07/2024,quarta-feira,30/12/1899,PB,230,"151,9",CAMPINA GRANDE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,3,0,1,1,1,0,2,2,-72587,-358778,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
611865,04/07/2024,quinta-feira,30/12/1899,PB,104,"99,6",ESPERANCA,Ingestão de álcool pelo condutor,Colisão frontal,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Aclive;Reta,Não,2,0,1,1,0,0,2,2,-704513085,-3585718356,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
611875,04/07/2024,quinta-feira,30/12/1899,PB,230,"13,6",CABEDELO,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,1,0,1,2,-707849179,-3484927654,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
611928,04/07/2024,quinta-feira,30/12/1899,PB,230,"75,4",SOBRADO,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não,4,0,2,0,1,1,2,3,-71908,-352682,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
611991,04/07/2024,quinta-feira,30/12/1899,PB,230,143,CAMPINA GRANDE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,3,0,2,0,1,0,2,2,-72557,-358223,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
612034,04/07/2024,quinta-feira,30/12/1899,PB,230,60,CRUZ DO ESPIRITO SANTO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Não,2,0,1,0,1,0,1,2,-7205,-351393,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
612060,04/07/2024,quinta-feira,30/12/1899,PB,230,"443,3",APARECIDA,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Reta,Não,1,0,0,0,1,0,0,1,-67778,-380488,SPRF-PB,DEL03-PB,UOP02-DEL03-PB
612117,05/07/2024,sexta-feira,30/12/1899,PB,230,"157,5",CAMPINA GRANDE,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não,2,0,0,1,1,0,1,2,-7256202,-35929018,SPRF-PB,DEL02-PB,UOP01-DEL02-PB
612137,05/07/2024,sexta-feira,30/12/1899,PB,101,"84,7",BAYEUX,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-713957906,-3492312806,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
612148,05/07/2024,sexta-feira,30/12/1899,PB,230,"168,6",CAMPINA GRANDE,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta;Em Obras,Não,2,0,0,1,1,0,1,2,-7188,-359687,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
612159,05/07/2024,sexta-feira,30/12/1899,PB,230,12,CABEDELO,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim,2,0,0,1,1,0,1,2,-70748507,-34849509,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
612164,05/07/2024,sexta-feira,30/12/1899,PB,230,"503,5",CAJAZEIRAS,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Interseção de Vias;Reta;Declive,Sim,2,0,1,0,1,0,1,2,-6901393,-3855907,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
612210,05/07/2024,sexta-feira,30/12/1899,PB,101,"113,6",PEDRAS DE FOGO,Acumulo de água sobre o pavimento,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Declive,Não,2,0,0,0,2,0,0,1,-737852293,-3495673822,SPRF-PB,DEL01-PB,UOP02-DEL01-PB
612220,05/07/2024,sexta-feira,30/12/1899,PB,104,"95,3",ESPERANCA,Ultrapassagem Indevida,Colisão frontal,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Declive;Reta,Não,3,0,1,1,0,1,2,3,-700474364,-3585081722,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
612236,05/07/2024,sexta-feira,30/12/1899,PB,230,28,JOAO PESSOA,Ingestão de álcool pelo condutor,Tombamento,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Aclive;Viaduto,Sim,2,0,1,0,1,0,1,2,-71651,-348941,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
612286,05/07/2024,sexta-feira,30/12/1899,PB,230,"24,8",JOAO PESSOA,Manobra de mudança de faixa,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Curva;Desvio Temporário,Sim,1,0,1,0,0,0,1,1,-7170493,-34866957,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
612349,06/07/2024,sábado,30/12/1899,PB,230,328,QUIXABA,Transitar na contramão,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Declive;Reta,Não,4,1,3,0,0,0,3,2,-70062,-372108,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
612361,06/07/2024,sábado,30/12/1899,PB,405,6,UIRAUNA,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Garoa/Chuvisco,Simples,Reta,Não,1,0,1,0,0,0,1,1,-6501813,-38401547,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
612419,06/07/2024,sábado,30/12/1899,PB,230,27,JOAO PESSOA,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Sim,2,0,2,0,0,0,2,1,-71677,-348855,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
612452,06/07/2024,sábado,30/12/1899,PB,101,42,MAMANGUAPE,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Aclive,Não,4,0,0,0,4,0,0,2,-686276432,-3513373017,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
612480,06/07/2024,sábado,30/12/1899,PB,101,42,MAMANGUAPE,Ausência de reação do condutor,Colisão traseira,Sem Vítimas,Pleno dia,Crescente,Nublado,Dupla,Aclive,Não,2,0,0,0,2,0,0,2,-6856615,-3513444297,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
612495,06/07/2024,sábado,30/12/1899,PB,230,52,SANTA RITA,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-71951,-350691,SPRF-PB,DEL01-PB,UOP03-DEL01-PB
612550,06/07/2024,sábado,30/12/1899,PB,230,200,POCINHOS,Avarias e/ou desgaste excessivo no pneu,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Ignorado,Simples,Reta;Ponte,Não,1,0,0,0,0,1,0,1,-71037,-362363,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
612600,06/07/2024,sábado,30/12/1899,PB,230,445,APARECIDA,Acessar a via sem observar a presença dos outros veículos,Colisão transversal,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Simples,Reta,Sim,2,0,1,0,0,1,1,2,-67856,-380652,SPRF-PB,DEL03-PB,UOP03-DEL03-PB
612617,06/07/2024,sábado,30/12/1899,PB,230,235,JUAZEIRINHO,Ausência de reação do condutor,Tombamento,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não,2,1,0,0,0,1,0,2,-7048403,-36529903,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
612637,06/07/2024,sábado,30/12/1899,PB,104,"1,4",NOVA FLORESTA,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,2,1,0,0,0,1,0,2,-6442351,-3620277203,SPRF-PB,DEL02-PB,UOP04-DEL02-PB
612777,07/07/2024,domingo,30/12/1899,PB,101,"9,3",MAMANGUAPE,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Não,4,0,3,0,0,1,3,2,-657453301,-3514429822,SPRF-PB,DEL01-PB,UOP04-DEL01-PB
612864,07/07/2024,domingo,30/12/1899,PB,230,316,SAO MAMEDE,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Simples,Reta,Não,5,0,2,0,3,0,2,1,-69507,-371169,SPRF-PB,DEL03-PB,UOP01-DEL03-PB
612904,07/07/2024,domingo,30/12/1899,PB,230,"240,7",JUAZEIRINHO,Reação tardia ou ineficiente do condutor,Colisão transversal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Reta,Sim,4,0,1,2,1,0,3,2,-70634,-36563,SPRF-PB,DEL02-PB,UOP02-DEL02-PB
613035,08/07/2024,segunda-feira,30/12/1899,PB,230,22,JOAO PESSOA,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Dupla,Reta,Sim,2,0,1,0,0,1,1,2,-715804261,-3485826421,SPRF-PB,DEL01-PB,UOP01-DEL01-PB
